"""Munic¡pio"";""Quantidade aprovada"";""Valor aprovado"""
"""354040 POPULINA"";7525;329443,42"
"""354060 PORTO FELIZ"";734709;14410367,89"
"""354070 PORTO FERREIRA"";560229;12643517,03"
"""354080 POTIRENDABA"";38489;1445422,98"
"""354100 PRAIA GRANDE"";1516419;69635095,08"
"""354120 PRESIDENTE BERNARDES"";32363;2246989,42"
"""354130 PRESIDENTE EPITACIO"";285783;9388415,51"
"""354140 PRESIDENTE PRUDENTE"";9036718;379209838,99"
"""354150 PRESIDENTE VENCESLAU"";457607;14020266,70"
"""354160 PROMISSAO"";839091;21501373,23"
"""354190 QUELUZ"";40882;629864,27"
"""354220 RANCHARIA"";414788;21563261,04"
"""354240 REGENTE FEIJO"";69760;2091070,18"
"""354260 REGISTRO"";1867593;59714809,79"
"""354290 RIBEIRAO BONITO"";18073;674696,22"
"""354300 RIBEIRAO BRANCO"";59379;1173071,86"
"""354330 RIBEIRAO PIRES"";379898;8411713,76"
"""354340 RIBEIRAO PRETO"";16760731;1022511961,88"
"""354380 RINOPOLIS"";12036;533672,04"
"""354390 RIO CLARO"";1737295;95347102,75"
"""354400 RIO DAS PEDRAS"";76310;2789497,40"
"""354420 RIOLANDIA"";4469;216703,49"
"""354425 ROSANA"";386425;9825262,31"
"""354490 SALES OLIVEIRA"";4130;663641,29"
"""354500 SALESOPOLIS"";29203;907839,86"
"""354520 SALTO"";534445;23599474,05"
"""354530 SALTO DE PIRAPORA"";68671;7229748,69"
"""354540 SALTO GRANDE"";44339;1428884,80"
"""354560 SANTA ADELIA"";26572;1984308,28"
"""354580 SANTA BARBARA D'OESTE"";1220094;56478833,87"
"""354630 SANTA CRUZ DAS PALMEIRAS"";196235;3624826,93"
"""354640 SANTA CRUZ DO RIO PARDO"";604827;26308452,56"
"""354660 SANTA FE DO SUL"";435739;21551815,73"
"""354680 SANTA ISABEL"";353522;14166194,19"
"""354730 SANTANA DE PARNAIBA"";610004;10370144,69"
"""354750 SANTA RITA DO PASSA QUATRO"";222217;10539355,45"
"""354760 SANTA ROSA DE VITERBO"";109644;2099797,29"
"""354770 SANTO ANASTACIO"";100936;3558649,87"
"""354780 SANTO ANDRE"";13808128;494216826,52"
"""354790 SANTO ANTONIO DA ALEGRIA"";607;290501,70"
"""354850 SANTOS"";10261659;388604375,33"
"""354860 SAO BENTO DO SAPUCAI"";31202;1057042,57"
"""354870 SAO BERNARDO DO CAMPO"";20571620;485543967,06"
"""354880 SAO CAETANO DO SUL"";5589886;102387108,58"
"""354890 SAO CARLOS"";3959358;174332224,12"
"""354910 SAO JOAO DA BOA VISTA"";2403090;49605387,17"
"""354940 SAO JOAQUIM DA BARRA"";493734;23762092,24"
"""354970 SAO JOSE DO RIO PARDO"";1096657;26690255,76"
"""354980 SAO JOSE DO RIO PRETO"";19372111;1306966377,09"
"""354990 SAO JOSE DOS CAMPOS"";16579225;546289481,05"
"""355000 SAO LUIS DO PARAITINGA"";15015;436184,82"
"""355010 SAO MANUEL"";102633;7327508,95"
"""355020 SAO MIGUEL ARCANJO"";307387;3950515,54"
"""355030 SAO PAULO"";187919917;8223262390,63"
"""355040 SAO PEDRO"";309241;20625610,02"
"""355060 SAO ROQUE"";942882;18986989,27"
"""355070 SAO SEBASTIAO"";826196;24912189,27"
"""355080 SAO SEBASTIAO DA GRAMA"";41106;1299634,10"
"""355090 SAO SIMAO"";39267;1144313,88"
"""355100 SAO VICENTE"";1873605;59487539,84"
"""355150 SERRANA"";746240;25183053,36"
"""355160 SERRA NEGRA"";74489;3463483,40"
"""355170 SERTAOZINHO"";1245584;58666189,00"
"""355200 SILVEIRAS"";1345;73377,61"
"""355210 SOCORRO"";279560;13633757,95"
"""355220 SOROCABA"";12367006;594121690,15"
"""355230 SUD MENNUCCI"";4238;795822,62"
"""355240 SUMARE"";2848653;141510464,72"
"""355250 SUZANO"";1546038;40375592,59"
"""355260 TABAPUA"";42266;1699126,00"
"""355270 TABATINGA"";61915;2616376,84"
"""355280 TABOAO DA SERRA"";4676561;172251897,96"
"""355300 TAGUAI"";73910;1652434,56"
"""355330 TAMBAU"";109143;3030123,26"
"""355340 TANABI"";105509;5081697,50"
"""355360 TAPIRATIBA"";21658;928989,35"
"""355370 TAQUARITINGA"";315646;17848707,61"
"""355380 TAQUARITUBA"";165253;6383278,46"
"""355400 TATUI"";798796;31520930,55"
"""355410 TAUBATE"";4767532;304640575,66"
"""355430 TEODORO SAMPAIO"";96731;2151849,97"
"""355440 TERRA ROXA"";2574;441280,66"
"""355450 TIETE"";286043;5677146,35"
"""355470 TORRINHA"";4338;224857,85"
"""355500 TUPA"";1981226;83398799,19"
"""355510 TUPI PAULISTA"";118687;3483627,76"
"""355540 UBATUBA"";564320;17820486,66"
"""355580 URANIA"";15965;424172,53"
"""355600 URUPES"";38424;1133119,02"
"""355620 VALINHOS"";955843;37211829,88"
"""355630 VALPARAISO"";48262;2220986,06"
"""355640 VARGEM GRANDE DO SUL"";191063;6790922,59"
"""355650 VARZEA PAULISTA"";42381;1523285,88"
"""355670 VINHEDO"";776980;23413576,52"
"""355680 VIRADOURO"";73212;1159713,44"
"""355700 VOTORANTIM"";704212;23399289,76"
"""355710 VOTUPORANGA"";2570198;99480820,94"
"""355720 CHAVANTES"";58521;2917476,72"
"""410045 ALTAMIRA DO PARANA"";3380;276330,13"
"""410050 ALTONIA"";44524;2135372,73"
"""410060 ALTO PARANA"";14522;2063781,47"
"""410080 ALVORADA DO SUL"";540;208063,42"
"""410090 AMAPORA"";683;169726,59"
"""410100 AMPERE"";15130;4493231,04"
"""410110 ANDIRA"";75186;2235714,41"
"""410120 ANTONINA"";11014;790553,83"
"""410140 APUCARANA"";2516810;134297527,33"
"""410150 ARAPONGAS"";4438723;441687818,72"
"""410160 ARAPOTI"";62405;11533055,87"
"""410170 ARARUNA"";8238;1247979,02"
"""410180 ARAUCARIA"";690926;36714521,29"
"""410190 ASSAI"";2490;552120,17"
"""410200 ASSIS CHATEAUBRIAND"";313922;40121270,22"
"""410210 ASTORGA"";205973;8353499,42"
"""410220 ATALAIA"";18;5430,56"
"""410240 BANDEIRANTES"";468619;22929396,59"
"""410250 BARBOSA FERRAZ"";992;523547,13"
"""410280 BELA VISTA DO PARAISO"";13863;587309,41"
"""410290 BITURUNA"";6259;1464666,02"
"""410305 BOA VISTA DA APARECIDA"";7153;1120986,38"
"""410310 BOCAIUVA DO SUL"";549;34089,77"
"""410330 BORRAZOPOLIS"";722;46976,96"
"""410345 CAFELANDIA"";5161;422220,25"
"""410360 CAMBARA"";21508;1370336,73"
"""410370 CAMBE"";592654;22960080,10"
"""410390 CAMPINA DA LAGOA"";18358;3908821,04"
"""410400 CAMPINA GRANDE DO SUL"";6509637;660730669,50"
"""410420 CAMPO LARGO"";10539098;1170552337,90"
"""410430 CAMPO MOURAO"";1818824;146035897,08"
"""410440 CANDIDO DE ABREU"";15579;978058,81"
"""410442 CANDOI"";134026;3570823,06"
"""410450 CAPANEMA"";37653;3856087,89"
"""410460 CAPITAO LEONIDAS MARQUES"";21475;3524267,67"
"""410470 CARLOPOLIS"";121396;15130543,94"
"""410480 CASCAVEL"";8687280;628529776,78"
"""410490 CASTRO"";431994;23801975,97"
"""410510 CENTENARIO DO SUL"";3947;572994,25"
"""410520 CERRO AZUL"";3670;1203505,61"
"""410530 CEU AZUL"";27395;6838546,05"
"""410540 CHOPINZINHO"";214592;14774339,85"
"""410550 CIANORTE"";841453;50735938,26"
"""410560 CIDADE GAUCHA"";4005;1156105,89"
"""410570 CLEVELANDIA"";17759;2484490,84"
"""410580 COLOMBO"";133820;9561171,61"
"""410590 COLORADO"";826646;39018286,41"
"""410620 CONTENDA"";9751;428813,31"
"""410630 CORBELIA"";69403;8548552,93"
"""410640 CORNELIO PROCOPIO"";1005915;51264929,53"
"""410650 CORONEL VIVIDA"";130443;3845088,03"
"""410660 CRUZEIRO DO OESTE"";42925;1815035,96"
"""410670 CRUZEIRO DO SUL"";2447;135705,91"
"""410680 CRUZ MACHADO"";17823;1176245,70"
"""410690 CURITIBA"";35344413;2450437877,82"
"""410710 DIAMANTE DO NORTE"";5842;115841,40"
"""410715 DIAMANTE D'OESTE"";391;119305,81"
"""410720 DOIS VIZINHOS"";201098;12406514,84"
"""410750 ENGENHEIRO BELTRAO"";36920;3228624,51"
"""410753 ENTRE RIOS DO OESTE"";3898;821860,41"
"""410760 FAXINAL"";47501;11983648,86"
"""410765 FAZENDA RIO GRANDE"";102883;15724688,23"
"""410775 FIGUEIRA"";1072;349879,42"
"""410790 FLORESTA"";21099;648203,50"
"""410800 FLORESTOPOLIS"";586;238564,16"
"""410820 FORMOSA DO OESTE"";11071;1759662,75"
"""410830 FOZ DO IGUACU"";5427436;245031647,53"
"""410840 FRANCISCO BELTRAO"";2403037;172833724,54"
"""410860 GOIOERE"";212442;20858769,60"
"""410870 GRANDES RIOS"";2969;179475,19"
"""410880 GUAIRA"";92252;5694502,52"
"""410890 GUAIRACA"";5566;174309,30"
"""410930 GUARANIACU"";56106;6425245,30"
"""410940 GUARAPUAVA"";2822681;192157921,01"
"""410950 GUARAQUECABA"";461;23784,31"
"""410960 GUARATUBA"";18216;2500075,46"
"""410970 IBAITI"";16094;1208472,85"
"""410975 IBEMA"";5566;861855,72"
"""410980 IBIPORA"";258916;12333653,97"
"""411030 INAJA"";2037;97439,64"
"""411040 INDIANOPOLIS"";7242;902498,48"
"""411060 IPORA"";4790;415796,77"
"""411070 IRATI"";872737;35786131,84"
"""411090 ITAGUAJE"";151;29459,76"
"""411100 ITAMBARACA"";12897;574547,26"
"""411110 ITAMBE"";2599;68304,50"
"""411125 ITAPERUCU"";13189;3202192,89"
"""411130 ITAUNA DO SUL"";3692;144136,09"
"""411140 IVAI"";13763;744430,29"
"""411150 IVAIPORA"";1347243;61363109,16"
"""411170 JABOTI"";5039;436244,42"
"""411180 JACAREZINHO"";447087;30187032,11"
"""411190 JAGUAPITA"";12858;575927,98"
"""411200 JAGUARIAIVA"";87337;5600301,74"
"""411210 JANDAIA DO SUL"";520642;38887951,12"
"""411240 JAPURA"";10302;1512685,84"
"""411250 JARDIM ALEGRE"";25907;1963054,43"
"""411270 JATAIZINHO"";7339;619301,09"
"""411275 JESUITAS"";11041;1876874,02"
"""411280 JOAQUIM TAVORA"";16034;1027665,60"
"""411300 JUSSARA"";3719;321169,53"
"""411310 KALORE"";7674;510983,42"
"""411320 LAPA"";184884;15052208,52"
"""411330 LARANJEIRAS DO SUL"";407191;25501168,95"
"""411345 LINDOESTE"";5373;729875,09"
"""411350 LOANDA"";241032;18315954,42"
"""411370 LONDRINA"";19674603;911093885,29"
"""411375 LUNARDELLI"";10985;944148,20"
"""411380 LUPIONOPOLIS"";358;143054,57"
"""411390 MALLET"";37204;1241634,04"
"""411400 MAMBORE"";153;665953,36"
"""411410 MANDAGUACU"";8999;178353,31"
"""411420 MANDAGUARI"";62064;3180912,69"
"""411430 MANDIRITUBA"";5344;941718,17"
"""411440 MANGUEIRINHA"";19324;3441790,74"
"""411450 MANOEL RIBAS"";18528;1113612,12"
"""411460 MARECHAL CANDIDO RONDON"";196991;3293492,15"
"""411500 MARILENA"";24419;790305,04"
"""411520 MARINGA"";8761145;583743966,07"
"""411550 MARUMBI"";226;12422,40"
"""411560 MATELANDIA"";78534;4654307,10"
"""411570 MATINHOS"";3003;897442,70"
"""411580 MEDIANEIRA"";298572;20421009,89"
"""411600 MIRASELVA"";129;31231,79"
"""411605 MISSAL"";20478;5126408,96"
"""411620 MORRETES"";8888;565400,52"
"""411670 NOVA AURORA"";48571;17455894,77"
"""411680 NOVA CANTU"";1492;550477,39"
"""411690 NOVA ESPERANCA"";31190;1462436,79"
"""411695 NOVA ESPERANCA DO SUDOESTE"";726;225688,21"
"""411700 NOVA FATIMA"";1399;711149,25"
"""411710 NOVA LONDRINA"";33971;1579147,09"
"""411720 NOVA OLIMPIA"";637;66910,76"
"""411722 NOVA SANTA ROSA"";7331;624925,16"
"""411727 NOVA TEBAS"";8969;1548794,68"
"""411750 PAICANDU"";54492;1538668,84"
"""411760 PALMAS"";247297;20316297,61"
"""411770 PALMEIRA"";47449;2474659,90"
"""411790 PALOTINA"";160909;19299433,55"
"""411800 PARAISO DO NORTE"";2707;293994,46"
"""411820 PARANAGUA"";1543774;53255636,55"
"""411840 PARANAVAI"";1819606;76475201,75"
"""411845 PATO BRAGADO"";6030;883497,14"
"""411850 PATO BRANCO"";2427443;165064975,11"
"""411870 PAULO FRONTIN"";1302;61725,55"
"""411890 PEROLA"";1039;378653,88"
"""411910 PIEN"";7699;1911267,67"
"""411915 PINHAIS"";346828;16823873,92"
"""411920 PINHALAO"";3015;552593,42"
"""411930 PINHAO"";55428;3097883,34"
"""411940 PIRAI DO SUL"";2955;308810,96"
"""411950 PIRAQUARA"";718199;43503212,35"
"""411960 PITANGA"";351417;11021340,59"
"""411970 PLANALTINA DO PARANA"";5564;210267,22"
"""411980 PLANALTO"";30756;2693356,52"
"""411990 PONTA GROSSA"";7486628;332458186,75"
"""412000 PORECATU"";16206;358728,23"
"""412020 PORTO RICO"";1278;165639,83"
"""412033 PRADO FERREIRA"";1375;58090,41"
"""412035 PRANCHITA"";10430;2516915,00"
"""412050 PRIMEIRO DE MAIO"";1582;36441,58"
"""412060 PRUDENTOPOLIS"";197561;7820992,00"
"""412090 QUEDAS DO IGUACU"";36005;5011285,21"
"""412100 QUERENCIA DO NORTE"";11768;1058673,19"
"""412120 QUITANDINHA"";29368;1780344,51"
"""412140 REALEZA"";1084;66632,73"
"""412150 REBOUCAS"";154866;3595307,13"
"""412180 RIBEIRAO CLARO"";28330;1444974,36"
"""412190 RIBEIRAO DO PINHAL"";37721;3354804,51"
"""412200 RIO AZUL"";32136;1886965,12"
"""412220 RIO BRANCO DO SUL"";29700;2393979,22"
"""412230 RIO NEGRO"";56266;2204449,99"
"""412240 ROLANDIA"";728389;39881525,79"
"""412250 RONCADOR"";34127;3536928,57"
"""412260 RONDON"";26325;2623976,68"
"""412265 ROSARIO DO IVAI"";6898;375168,01"
"""412290 SALTO DO ITARARE"";2860;164871,73"
"""412310 SANTA AMELIA"";60;26487,25"
"""412350 SANTA HELENA"";34856;4364246,83"
"""412370 SANTA ISABEL DO IVAI"";7600;375259,66"
"""412380 SANTA IZABEL DO OESTE"";10420;2353062,44"
"""412390 SANTA MARIANA"";402206;28570612,00"
"""412400 SANTANA DO ITARARE"";10827;440940,27"
"""412410 SANTO ANTONIO DA PLATINA"";952884;37616632,25"
"""412420 SANTO ANTONIO DO CAIUA"";3201;90625,80"
"""412440 SANTO ANTONIO DO SUDOESTE"";40499;3209014,84"
"""412460 SAO CARLOS DO IVAI"";10203;316152,74"
"""412490 SAO JOAO DO CAIUA"";2812;241712,82"
"""412500 SAO JOAO DO IVAI"";17858;874434,80"
"""412510 SAO JOAO DO TRIUNFO"";2902;367156,79"
"""412520 SAO JORGE D'OESTE"";7518;511258,36"
"""412535 SAO JORGE DO PATROCINIO"";18170;800302,96"
"""412540 SAO JOSE DA BOA VISTA"";4673;613087,46"
"""412545 SAO JOSE DAS PALMEIRAS"";4824;524685,59"
"""412550 SAO JOSE DOS PINHAIS"";1627059;106000706,78"
"""412560 SAO MATEUS DO SUL"";130331;4552641,19"
"""412570 SAO MIGUEL DO IGUACU"";18123;2633814,24"
"""412580 SAO PEDRO DO IVAI"";7389;996612,84"
"""412620 SAPOPEMA"";203;16729,73"
"""412625 SARANDI"";1328008;98525669,64"
"""412640 SERTANEJA"";235;15521,59"
"""412650 SERTANOPOLIS"";867;193641,68"
"""412660 SIQUEIRA CAMPOS"";29753;1547618,55"
"""412667 TAMARANA"";10323;251602,05"
"""412670 TAMBOARA"";4545;533981,50"
"""412700 TEIXEIRA SOARES"";14265;592188,07"
"""412710 TELEMACO BORBA"";1175111;47402385,37"
"""412720 TERRA BOA"";65079;5341657,17"
"""412730 TERRA RICA"";31790;1342305,62"
"""412750 TIBAGI"";15277;1065676,98"
"""412760 TIJUCAS DO SUL"";4030;781381,36"
"""412770 TOLEDO"";2104791;112742411,33"
"""412780 TOMAZINA"";14524;1407478,43"
"""412785 TRES BARRAS DO PARANA"";10842;1631401,94"
"""412790 TUNEIRAS DO OESTE"";1831;377366,35"
"""412795 TUPASSI"";271;124942,63"
"""412796 TURVO"";32683;1327293,34"
"""412800 UBIRATA"";142376;9267590,91"
"""412810 UMUARAMA"";4742596;264421996,55"
"""412820 UNIAO DA VITORIA"";1143999;52159532,66"
"""412840 URAI"";38452;673480,84"
"""412850 WENCESLAU BRAZ"";23376;1263124,60"
"""412855 VERA CRUZ DO OESTE"";6500;991792,78"
"""412860 VERE"";2350;1271735,91"
"""420010 ABELARDO LUZ"";72107;9756762,62"
"""420020 AGROLANDIA"";5988;227282,80"
"""420040 AGUA DOCE"";4028;672432,88"
"""420070 ALFREDO WAGNER"";3477;346311,85"
"""420090 ANGELINA"";19012;6585916,68"
"""420100 ANITA GARIBALDI"";22724;2415661,84"
"""420110 ANITAPOLIS"";3363;577724,73"
"""420127 ARABUTA"";9521;3358052,83"
"""420140 ARARANGUA"";1283868;58852912,95"
"""420150 ARMAZEM"";50027;8191766,44"
"""420160 ARROIO TRINTA"";3766;962034,67"
"""420200 BALNEARIO CAMBORIU"";2359165;76438858,11"
"""420230 BIGUACU"";430956;23871285,77"
"""420240 BLUMENAU"";9169221;557254460,50"
"""420260 BOM RETIRO"";42767;4427743,73"
"""420280 BRACO DO NORTE"";301345;18590350,54"
"""420290 BRUSQUE"";1923412;193081612,73"
"""420300 CACADOR"";1215227;79962602,64"
"""420310 CAIBI"";9013;738257,40"
"""420320 CAMBORIU"";19269;5711711,32"
"""420330 CAMPO ALEGRE"";63128;3641997,54"
"""420340 CAMPO BELO DO SUL"";20105;3714730,41"
"""420350 CAMPO ERE"";21976;1638165,58"
"""420360 CAMPOS NOVOS"";659590;25099466,94"
"""420370 CANELINHA"";3933;331004,84"
"""420380 CANOINHAS"";361727;28588997,65"
"""420390 CAPINZAL"";135882;7466155,07"
"""420410 CAXAMBU DO SUL"";19136;1107788,72"
"""420420 CHAPECO"";4452826;269019219,49"
"""420430 CONCORDIA"";2141313;88776383,58"
"""420440 CORONEL FREITAS"";10574;4008203,50"
"""420455 CORREIA PINTO"";6340;609678,09"
"""420460 CRICIUMA"";5145924;289917359,77"
"""420470 CUNHA PORA"";13988;5480035,46"
"""420480 CURITIBANOS"";887118;52012480,80"
"""420490 DESCANSO"";63375;3739965,47"
"""420500 DIONISIO CERQUEIRA"";71952;3957346,78"
"""420530 FAXINAL DOS GUEDES"";26806;7733178,09"
"""420540 FLORIANOPOLIS"";9151529;520857812,83"
"""420550 FRAIBURGO"";130672;9234252,68"
"""420590 GASPAR"";511274;24934295,87"
"""420640 GUARACIABA"";62600;4703523,45"
"""420650 GUARAMIRIM"";152255;11922497,29"
"""420660 GUARUJA DO SUL"";24281;1112887,10"
"""420690 IBIRAMA"";1081843;36616208,87"
"""420700 ICARA"";632336;39635480,74"
"""420720 IMARUI"";14678;1496790,58"
"""420730 IMBITUBA"";347984;20608840,19"
"""420750 INDAIAL"";575407;26622500,43"
"""420760 IPIRA"";8596;511297,26"
"""420765 IPORA DO OESTE"";45865;11353340,18"
"""420770 IPUMIRIM"";25302;667750,32"
"""420780 IRANI"";2848;210259,44"
"""420790 IRINEOPOLIS"";16138;1096987,39"
"""420800 ITA"";54088;3463083,30"
"""420810 ITAIOPOLIS"";56451;1052595,56"
"""420820 ITAJAI"";7523504;413097264,94"
"""420830 ITAPEMA"";165375;9633096,66"
"""420840 ITAPIRANGA"";36479;8346581,13"
"""420850 ITUPORANGA"";395262;22973862,28"
"""420870 JACINTO MACHADO"";57311;2156369,97"
"""420880 JAGUARUNA"";86737;2801953,72"
"""420890 JARAGUA DO SUL"";3486823;212499116,34"
"""420900 JOACABA"";2504138;145709875,56"
"""420910 JOINVILLE"";11188112;791543524,86"
"""420930 LAGES"";4538235;243179373,82"
"""420940 LAGUNA"";587303;20636928,45"
"""420960 LAURO MULLER"";31507;1250362,54"
"""420970 LEBON REGIS"";2140;464129,29"
"""420985 LINDOIA DO SUL"";219883;2806903,21"
"""421000 LUIZ ALVES"";32940;3660166,26"
"""421003 LUZERNA"";171382;4931044,70"
"""421010 MAFRA"";2112032;168345359,78"
"""421030 MAJOR VIEIRA"";63878;2006542,06"
"""421050 MARAVILHA"";744863;28602767,50"
"""421060 MASSARANDUBA"";27194;1620637,50"
"""421080 MELEIRO"";97282;6345688,10"
"""421090 MODELO"";14376;1274306,20"
"""421100 MONDAI"";57112;3208662,93"
"""421120 MORRO DA FUMACA"";432457;9268245,38"
"""421130 NAVEGANTES"";111801;7412173,51"
"""421140 NOVA ERECHIM"";16194;10286926,96"
"""421150 NOVA TRENTO"";49945;8751240,47"
"""421160 NOVA VENEZA"";62021;20014844,09"
"""421170 ORLEANS"";113713;6516942,93"
"""421175 OTACILIO COSTA"";33379;5405600,92"
"""421200 PALMA SOLA"";34256;2458293,03"
"""421210 PALMITOS"";194800;11317357,23"
"""421220 PAPANDUVA"";63061;2157448,00"
"""421250 PENHA"";33988;45766957,27"
"""421260 PERITIBA"";9493;1795799,21"
"""421270 PETROLANDIA"";224;19563,44"
"""421290 PINHALZINHO"";57973;6434592,37"
"""421320 POMERODE"";192469;12552054,23"
"""421340 PONTE SERRADA"";280536;10050531,17"
"""421360 PORTO UNIAO"";462369;38460024,04"
"""421370 POUSO REDONDO"";45242;1442333,31"
"""421380 PRAIA GRANDE"";177294;10824965,00"
"""421400 PRESIDENTE GETULIO"";29700;3793483,45"
"""421420 QUILOMBO"";168741;3828674,10"
"""421450 RIO DO CAMPO"";15741;599157,74"
"""421470 RIO DOS CEDROS"";63230;4036910,92"
"""421480 RIO DO SUL"";2719777;177388591,48"
"""421490 RIO FORTUNA"";34846;4142869,63"
"""421500 RIO NEGRINHO"";511160;32926986,00"
"""421530 SALETE"";16918;486397,22"
"""421540 SALTO VELOSO"";5969;431100,34"
"""421550 SANTA CECILIA"";80343;6474230,24"
"""421570 SANTO AMARO DA IMPERATRIZ"";174036;18395762,62"
"""421580 SAO BENTO DO SUL"";851673;46627958,85"
"""421590 SAO BONIFACIO"";4813;1513582,68"
"""421600 SAO CARLOS"";51396;13647314,93"
"""421620 SAO FRANCISCO DO SUL"";127963;5196251,66"
"""421625 SAO JOAO DO OESTE"";14720;2157548,30"
"""421630 SAO JOAO BATISTA"";82300;5187385,12"
"""421650 SAO JOAQUIM"";202343;8788954,88"
"""421660 SAO JOSE"";4653693;416473878,22"
"""421670 SAO JOSE DO CEDRO"";30745;5007601,33"
"""421690 SAO LOURENCO DO OESTE"";189008;5533000,32"
"""421710 SAO MARTINHO"";5188;514631,86"
"""421720 SAO MIGUEL DO OESTE"";1366761;58807086,58"
"""421725 SAO PEDRO DE ALCANTARA"";295570;5951397,93"
"""421730 SAUDADES"";19344;6391187,88"
"""421750 SEARA"";110247;5065780,37"
"""421770 SOMBRIO"";327121;47843323,37"
"""421780 TAIO"";60385;3340780,38"
"""421790 TANGARA"";9904;3508097,41"
"""421800 TIJUCAS"";119083;19800700,19"
"""421810 TIMBE DO SUL"";33996;14395995,80"
"""421820 TIMBO"";1170399;59419531,73"
"""421830 TRES BARRAS"";200314;6094048,89"
"""421840 TREZE DE MAIO"";62694;11006209,75"
"""421860 TROMBUDO CENTRAL"";209350;6806186,69"
"""421870 TUBARAO"";6445619;220298638,96"
"""421875 TUNAPOLIS"";60437;4221968,33"
"""421880 TURVO"";7609;2176163,92"
"""421890 URUBICI"";41588;2729897,56"
"""421900 URUSSANGA"";86704;6896857,11"
"""421910 VARGEAO"";13229;5974739,05"
"""421920 VIDAL RAMOS"";6397;181579,04"
"""421930 VIDEIRA"";1016517;39678150,88"
"""421935 VITOR MEIRELES"";15419;388298,27"
"""421940 WITMARSUM"";3908;134763,18"
"""421950 XANXERE"";2458277;159171929,76"
"""421960 XAVANTINA"";4474;584100,17"
"""421970 XAXIM"";118799;6260846,62"
"""430003 ACEGUA"";20907;1179383,01"
"""430010 AGUDO"";378168;4573373,68"
"""430020 AJURICABA"";51565;2103718,74"
"""430030 ALECRIM"";40566;2267632,27"
"""430040 ALEGRETE"";560106;45610980,39"
"""430050 ALPESTRE"";30944;1129219,71"
"""430060 ALVORADA"";824559;26337507,87"
"""430064 AMETISTA DO SUL"";20146;1244343,32"
"""430070 ANTA GORDA"";24533;916764,92"
"""430080 ANTONIO PRADO"";110068;2892767,90"
"""430090 ARATIBA"";41037;2161983,63"
"""430100 ARROIO DO MEIO"";231031;8746237,97"
"""430120 ARROIO DO TIGRE"";184669;4243756,80"
"""430130 ARROIO GRANDE"";50555;2105079,46"
"""430140 ARVOREZINHA"";88128;2151257,87"
"""430150 AUGUSTO PESTANA"";79090;1681633,03"
"""430160 BAGE"";920206;63865522,34"
"""430210 BENTO GONCALVES"";1673049;77826062,76"
"""430220 BOA VISTA DO BURICA"";42990;1291264,59"
"""430230 BOM JESUS"";9475;996738,29"
"""430235 BOM PRINCIPIO"";31405;1555659,64"
"""430240 BOM RETIRO DO SUL"";84487;3242680,05"
"""430245 BOQUEIRAO DO LEAO"";45903;1427087,73"
"""430270 BUTIA"";6375;268927,21"
"""430280 CACAPAVA DO SUL"";129647;5997116,63"
"""430290 CACEQUI"";59166;1731752,60"
"""430300 CACHOEIRA DO SUL"";1674584;78419725,05"
"""430310 CACHOEIRINHA"";795927;26424514,60"
"""430330 CAIBATE"";27904;917625,89"
"""430340 CAICARA"";37970;1686194,36"
"""430350 CAMAQUA"";826591;34224481,31"
"""430360 CAMBARA DO SUL"";11479;392356,80"
"""430370 CAMPINA DAS MISSOES"";95309;2436062,11"
"""430380 CAMPINAS DO SUL"";12688;757206,33"
"""430390 CAMPO BOM"";557858;26538638,87"
"""430400 CAMPO NOVO"";10515;684651,47"
"""430420 CANDELARIA"";320273;8722925,65"
"""430430 CANDIDO GODOI"";56371;2276811,62"
"""430440 CANELA"";243440;10462546,36"
"""430450 CANGUCU"";383496;18053577,57"
"""430460 CANOAS"";8165507;395369207,25"
"""430463 CAPAO DA CANOA"";1139443;29222520,05"
"""430470 CARAZINHO"";985384;42656020,94"
"""430480 CARLOS BARBOSA"";106955;5464159,99"
"""430490 CASCA"";55947;1966589,85"
"""430510 CAXIAS DO SUL"";6720110;407374911,43"
"""430520 CERRO LARGO"";69778;2002474,45"
"""430530 CHAPADA"";41481;811242,52"
"""430535 CHARQUEADAS"";189707;14380796,67"
"""430540 CHIAPETTA"";12988;970041,65"
"""430570 CONDOR"";41114;1221919,64"
"""430580 CONSTANTINA"";32148;1444084,10"
"""430590 CORONEL BICACO"";16738;972046,07"
"""430600 CRISSIUMAL"";85725;3658962,72"
"""430610 CRUZ ALTA"";486905;55603739,31"
"""430620 CRUZEIRO DO SUL"";26722;580820,41"
"""430630 DAVID CANABARRO"";21986;934736,70"
"""430640 DOIS IRMAOS"";144773;5699143,69"
"""430645 DOIS LAJEADOS"";48073;2238392,87"
"""430650 DOM FELICIANO"";23639;1376180,66"
"""430660 DOM PEDRITO"";250958;11251579,89"
"""430680 ENCANTADO"";340201;16684717,11"
"""430690 ENCRUZILHADA DO SUL"";74989;6768165,18"
"""430700 ERECHIM"";1273073;118105063,24"
"""430710 HERVAL"";7096;356387,43"
"""430750 ESPUMOSO"";131434;7661105,00"
"""430760 ESTANCIA VELHA"";166952;5161553,19"
"""430770 ESTEIO"";1418156;48401761,24"
"""430780 ESTRELA"";1169355;42760692,89"
"""430790 FARROUPILHA"";899603;55352145,07"
"""430800 FAXINAL DO SOTURNO"";242528;27789902,70"
"""430810 FELIZ"";44623;2106910,99"
"""430820 FLORES DA CUNHA"";38766;3611612,14"
